,stem,image_path,mask_coral_path,coral_coverage,source,split
1588,25001009501,data\benthic_datasets\SEAVIEW_ATL\images\25001009501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25001009501_binary.png,0.33,SEAVIEW_ATL,train
1589,25001009601,data\benthic_datasets\SEAVIEW_ATL\images\25001009601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25001009601_binary.png,0.344,SEAVIEW_ATL,train
1590,25007086901,data\benthic_datasets\SEAVIEW_ATL\images\25007086901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25007086901_binary.png,0.034,SEAVIEW_ATL,train
1591,25007087001,data\benthic_datasets\SEAVIEW_ATL\images\25007087001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25007087001_binary.png,0.017,SEAVIEW_ATL,train
1592,25009010201,data\benthic_datasets\SEAVIEW_ATL\images\25009010201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009010201_binary.png,0.094,SEAVIEW_ATL,train
1593,25009010301,data\benthic_datasets\SEAVIEW_ATL\images\25009010301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009010301_binary.png,0.099,SEAVIEW_ATL,train
1594,25009010501,data\benthic_datasets\SEAVIEW_ATL\images\25009010501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009010501_binary.png,0.061,SEAVIEW_ATL,train
1595,25009010601,data\benthic_datasets\SEAVIEW_ATL\images\25009010601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009010601_binary.png,0.061,SEAVIEW_ATL,train
1596,25009010801,data\benthic_datasets\SEAVIEW_ATL\images\25009010801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009010801_binary.png,0.064,SEAVIEW_ATL,train
1597,25009010901,data\benthic_datasets\SEAVIEW_ATL\images\25009010901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009010901_binary.png,0.025,SEAVIEW_ATL,train
1598,25009011001,data\benthic_datasets\SEAVIEW_ATL\images\25009011001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009011001_binary.png,0.252,SEAVIEW_ATL,train
1599,25009011201,data\benthic_datasets\SEAVIEW_ATL\images\25009011201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009011201_binary.png,0.127,SEAVIEW_ATL,train
1600,25009011401,data\benthic_datasets\SEAVIEW_ATL\images\25009011401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009011401_binary.png,0.13,SEAVIEW_ATL,train
1601,25009011501,data\benthic_datasets\SEAVIEW_ATL\images\25009011501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009011501_binary.png,0.244,SEAVIEW_ATL,train
1602,25009011601,data\benthic_datasets\SEAVIEW_ATL\images\25009011601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009011601_binary.png,0.101,SEAVIEW_ATL,train
1603,25009011701,data\benthic_datasets\SEAVIEW_ATL\images\25009011701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009011701_binary.png,0.108,SEAVIEW_ATL,train
1604,25009011801,data\benthic_datasets\SEAVIEW_ATL\images\25009011801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009011801_binary.png,0.182,SEAVIEW_ATL,train
1605,25009011901,data\benthic_datasets\SEAVIEW_ATL\images\25009011901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009011901_binary.png,0.271,SEAVIEW_ATL,train
1606,25009012001,data\benthic_datasets\SEAVIEW_ATL\images\25009012001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009012001_binary.png,0.101,SEAVIEW_ATL,train
1607,25009012101,data\benthic_datasets\SEAVIEW_ATL\images\25009012101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009012101_binary.png,0.099,SEAVIEW_ATL,train
1608,25009012201,data\benthic_datasets\SEAVIEW_ATL\images\25009012201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009012201_binary.png,0.099,SEAVIEW_ATL,train
1609,25009012301,data\benthic_datasets\SEAVIEW_ATL\images\25009012301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009012301_binary.png,0.262,SEAVIEW_ATL,train
1610,25009012401,data\benthic_datasets\SEAVIEW_ATL\images\25009012401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009012401_binary.png,0.193,SEAVIEW_ATL,train
1611,25009056001,data\benthic_datasets\SEAVIEW_ATL\images\25009056001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25009056001_binary.png,0.038,SEAVIEW_ATL,train
1612,25012093802,data\benthic_datasets\SEAVIEW_ATL\images\25012093802.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25012093802_binary.png,0.163,SEAVIEW_ATL,train
1613,25015006501,data\benthic_datasets\SEAVIEW_ATL\images\25015006501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25015006501_binary.png,0.131,SEAVIEW_ATL,train
1614,25015032701,data\benthic_datasets\SEAVIEW_ATL\images\25015032701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25015032701_binary.png,0.046,SEAVIEW_ATL,train
1615,25016061201,data\benthic_datasets\SEAVIEW_ATL\images\25016061201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016061201_binary.png,0.182,SEAVIEW_ATL,train
1616,25016075501,data\benthic_datasets\SEAVIEW_ATL\images\25016075501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016075501_binary.png,0.221,SEAVIEW_ATL,train
1617,25016076301,data\benthic_datasets\SEAVIEW_ATL\images\25016076301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016076301_binary.png,0.037,SEAVIEW_ATL,train
1618,25016076601,data\benthic_datasets\SEAVIEW_ATL\images\25016076601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016076601_binary.png,0.164,SEAVIEW_ATL,train
1619,25016136002,data\benthic_datasets\SEAVIEW_ATL\images\25016136002.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016136002_binary.png,0.269,SEAVIEW_ATL,train
1620,25016136102,data\benthic_datasets\SEAVIEW_ATL\images\25016136102.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016136102_binary.png,0.259,SEAVIEW_ATL,train
1621,25016136202,data\benthic_datasets\SEAVIEW_ATL\images\25016136202.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016136202_binary.png,0.131,SEAVIEW_ATL,train
1622,25016136302,data\benthic_datasets\SEAVIEW_ATL\images\25016136302.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016136302_binary.png,0.14,SEAVIEW_ATL,train
1623,25016136402,data\benthic_datasets\SEAVIEW_ATL\images\25016136402.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016136402_binary.png,0.125,SEAVIEW_ATL,train
1624,25016136502,data\benthic_datasets\SEAVIEW_ATL\images\25016136502.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016136502_binary.png,0.135,SEAVIEW_ATL,train
1625,25016136602,data\benthic_datasets\SEAVIEW_ATL\images\25016136602.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016136602_binary.png,0.101,SEAVIEW_ATL,train
1626,25016136702,data\benthic_datasets\SEAVIEW_ATL\images\25016136702.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016136702_binary.png,0.154,SEAVIEW_ATL,train
1627,25016136802,data\benthic_datasets\SEAVIEW_ATL\images\25016136802.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016136802_binary.png,0.288,SEAVIEW_ATL,train
1628,25016137202,data\benthic_datasets\SEAVIEW_ATL\images\25016137202.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016137202_binary.png,0.259,SEAVIEW_ATL,train
1629,25016137302,data\benthic_datasets\SEAVIEW_ATL\images\25016137302.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016137302_binary.png,0.269,SEAVIEW_ATL,train
1630,25016137602,data\benthic_datasets\SEAVIEW_ATL\images\25016137602.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016137602_binary.png,0.3,SEAVIEW_ATL,train
1631,25016137702,data\benthic_datasets\SEAVIEW_ATL\images\25016137702.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016137702_binary.png,0.361,SEAVIEW_ATL,train
1632,25016137801,data\benthic_datasets\SEAVIEW_ATL\images\25016137801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016137801_binary.png,0.118,SEAVIEW_ATL,train
1633,25016137902,data\benthic_datasets\SEAVIEW_ATL\images\25016137902.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016137902_binary.png,0.184,SEAVIEW_ATL,train
1634,25016138002,data\benthic_datasets\SEAVIEW_ATL\images\25016138002.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016138002_binary.png,0.2,SEAVIEW_ATL,train
1635,25016138102,data\benthic_datasets\SEAVIEW_ATL\images\25016138102.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016138102_binary.png,0.381,SEAVIEW_ATL,train
1636,25016138302,data\benthic_datasets\SEAVIEW_ATL\images\25016138302.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016138302_binary.png,0.013,SEAVIEW_ATL,train
1637,25016138502,data\benthic_datasets\SEAVIEW_ATL\images\25016138502.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25016138502_binary.png,0.146,SEAVIEW_ATL,train
1638,25017147501,data\benthic_datasets\SEAVIEW_ATL\images\25017147501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25017147501_binary.png,0.149,SEAVIEW_ATL,train
1639,25017148301,data\benthic_datasets\SEAVIEW_ATL\images\25017148301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25017148301_binary.png,0.259,SEAVIEW_ATL,train
1640,25017185701,data\benthic_datasets\SEAVIEW_ATL\images\25017185701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25017185701_binary.png,0.078,SEAVIEW_ATL,train
1641,25018038701,data\benthic_datasets\SEAVIEW_ATL\images\25018038701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018038701_binary.png,0.316,SEAVIEW_ATL,train
1642,25018041101,data\benthic_datasets\SEAVIEW_ATL\images\25018041101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018041101_binary.png,0.055,SEAVIEW_ATL,train
1643,25018041201,data\benthic_datasets\SEAVIEW_ATL\images\25018041201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018041201_binary.png,0.058,SEAVIEW_ATL,train
1644,25018041301,data\benthic_datasets\SEAVIEW_ATL\images\25018041301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018041301_binary.png,0.031,SEAVIEW_ATL,train
1645,25018041401,data\benthic_datasets\SEAVIEW_ATL\images\25018041401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018041401_binary.png,0.064,SEAVIEW_ATL,train
1646,25018041501,data\benthic_datasets\SEAVIEW_ATL\images\25018041501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018041501_binary.png,0.051,SEAVIEW_ATL,train
1647,25018041601,data\benthic_datasets\SEAVIEW_ATL\images\25018041601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018041601_binary.png,0.102,SEAVIEW_ATL,train
1648,25018041701,data\benthic_datasets\SEAVIEW_ATL\images\25018041701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018041701_binary.png,0.161,SEAVIEW_ATL,train
1649,25018041801,data\benthic_datasets\SEAVIEW_ATL\images\25018041801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018041801_binary.png,0.112,SEAVIEW_ATL,train
1650,25018041901,data\benthic_datasets\SEAVIEW_ATL\images\25018041901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018041901_binary.png,0.084,SEAVIEW_ATL,train
1651,25018042001,data\benthic_datasets\SEAVIEW_ATL\images\25018042001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042001_binary.png,0.057,SEAVIEW_ATL,train
1652,25018042101,data\benthic_datasets\SEAVIEW_ATL\images\25018042101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042101_binary.png,0.162,SEAVIEW_ATL,train
1653,25018042201,data\benthic_datasets\SEAVIEW_ATL\images\25018042201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042201_binary.png,0.122,SEAVIEW_ATL,train
1654,25018042301,data\benthic_datasets\SEAVIEW_ATL\images\25018042301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042301_binary.png,0.101,SEAVIEW_ATL,train
1655,25018042401,data\benthic_datasets\SEAVIEW_ATL\images\25018042401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042401_binary.png,0.133,SEAVIEW_ATL,train
1656,25018042501,data\benthic_datasets\SEAVIEW_ATL\images\25018042501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042501_binary.png,0.081,SEAVIEW_ATL,train
1657,25018042601,data\benthic_datasets\SEAVIEW_ATL\images\25018042601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042601_binary.png,0.113,SEAVIEW_ATL,train
1658,25018042701,data\benthic_datasets\SEAVIEW_ATL\images\25018042701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042701_binary.png,0.048,SEAVIEW_ATL,train
1659,25018042801,data\benthic_datasets\SEAVIEW_ATL\images\25018042801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042801_binary.png,0.048,SEAVIEW_ATL,train
1660,25018042901,data\benthic_datasets\SEAVIEW_ATL\images\25018042901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25018042901_binary.png,0.09,SEAVIEW_ATL,train
1661,25020214501,data\benthic_datasets\SEAVIEW_ATL\images\25020214501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25020214501_binary.png,0.052,SEAVIEW_ATL,train
1662,25032120201,data\benthic_datasets\SEAVIEW_ATL\images\25032120201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032120201_binary.png,0.049,SEAVIEW_ATL,train
1663,25032120501,data\benthic_datasets\SEAVIEW_ATL\images\25032120501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032120501_binary.png,0.079,SEAVIEW_ATL,train
1664,25032120601,data\benthic_datasets\SEAVIEW_ATL\images\25032120601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032120601_binary.png,0.054,SEAVIEW_ATL,train
1665,25032120801,data\benthic_datasets\SEAVIEW_ATL\images\25032120801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032120801_binary.png,0.096,SEAVIEW_ATL,train
1666,25032120901,data\benthic_datasets\SEAVIEW_ATL\images\25032120901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032120901_binary.png,0.082,SEAVIEW_ATL,train
1667,25032121001,data\benthic_datasets\SEAVIEW_ATL\images\25032121001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032121001_binary.png,0.288,SEAVIEW_ATL,train
1668,25032121101,data\benthic_datasets\SEAVIEW_ATL\images\25032121101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032121101_binary.png,0.044,SEAVIEW_ATL,train
1669,25032121301,data\benthic_datasets\SEAVIEW_ATL\images\25032121301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032121301_binary.png,0.327,SEAVIEW_ATL,train
1670,25032121401,data\benthic_datasets\SEAVIEW_ATL\images\25032121401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032121401_binary.png,0.068,SEAVIEW_ATL,train
1671,25032121501,data\benthic_datasets\SEAVIEW_ATL\images\25032121501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032121501_binary.png,0.148,SEAVIEW_ATL,train
1672,25032121601,data\benthic_datasets\SEAVIEW_ATL\images\25032121601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032121601_binary.png,0.212,SEAVIEW_ATL,train
1673,25032121701,data\benthic_datasets\SEAVIEW_ATL\images\25032121701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032121701_binary.png,0.207,SEAVIEW_ATL,train
1674,25032122101,data\benthic_datasets\SEAVIEW_ATL\images\25032122101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032122101_binary.png,0.25,SEAVIEW_ATL,train
1675,25032122201,data\benthic_datasets\SEAVIEW_ATL\images\25032122201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032122201_binary.png,0.154,SEAVIEW_ATL,train
1676,25032122301,data\benthic_datasets\SEAVIEW_ATL\images\25032122301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25032122301_binary.png,0.096,SEAVIEW_ATL,train
1677,25033075901,data\benthic_datasets\SEAVIEW_ATL\images\25033075901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033075901_binary.png,0.14,SEAVIEW_ATL,train
1678,25033076001,data\benthic_datasets\SEAVIEW_ATL\images\25033076001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033076001_binary.png,0.228,SEAVIEW_ATL,train
1679,25033076101,data\benthic_datasets\SEAVIEW_ATL\images\25033076101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033076101_binary.png,0.144,SEAVIEW_ATL,train
1680,25033076201,data\benthic_datasets\SEAVIEW_ATL\images\25033076201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033076201_binary.png,0.148,SEAVIEW_ATL,train
1681,25033076301,data\benthic_datasets\SEAVIEW_ATL\images\25033076301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033076301_binary.png,0.267,SEAVIEW_ATL,train
1682,25033076401,data\benthic_datasets\SEAVIEW_ATL\images\25033076401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033076401_binary.png,0.182,SEAVIEW_ATL,train
1683,25033076501,data\benthic_datasets\SEAVIEW_ATL\images\25033076501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033076501_binary.png,0.287,SEAVIEW_ATL,train
1684,25033076701,data\benthic_datasets\SEAVIEW_ATL\images\25033076701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033076701_binary.png,0.163,SEAVIEW_ATL,train
1685,25033076801,data\benthic_datasets\SEAVIEW_ATL\images\25033076801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033076801_binary.png,0.1,SEAVIEW_ATL,train
1686,25033076901,data\benthic_datasets\SEAVIEW_ATL\images\25033076901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033076901_binary.png,0.091,SEAVIEW_ATL,train
1687,25033077001,data\benthic_datasets\SEAVIEW_ATL\images\25033077001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077001_binary.png,0.221,SEAVIEW_ATL,train
1688,25033077101,data\benthic_datasets\SEAVIEW_ATL\images\25033077101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077101_binary.png,0.118,SEAVIEW_ATL,train
1689,25033077201,data\benthic_datasets\SEAVIEW_ATL\images\25033077201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077201_binary.png,0.129,SEAVIEW_ATL,train
1690,25033077301,data\benthic_datasets\SEAVIEW_ATL\images\25033077301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077301_binary.png,0.13,SEAVIEW_ATL,train
1691,25033077401,data\benthic_datasets\SEAVIEW_ATL\images\25033077401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077401_binary.png,0.083,SEAVIEW_ATL,train
1692,25033077501,data\benthic_datasets\SEAVIEW_ATL\images\25033077501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077501_binary.png,0.173,SEAVIEW_ATL,train
1693,25033077601,data\benthic_datasets\SEAVIEW_ATL\images\25033077601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077601_binary.png,0.148,SEAVIEW_ATL,train
1694,25033077701,data\benthic_datasets\SEAVIEW_ATL\images\25033077701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077701_binary.png,0.177,SEAVIEW_ATL,train
1695,25033077801,data\benthic_datasets\SEAVIEW_ATL\images\25033077801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077801_binary.png,0.171,SEAVIEW_ATL,train
1696,25033077901,data\benthic_datasets\SEAVIEW_ATL\images\25033077901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25033077901_binary.png,0.218,SEAVIEW_ATL,train
1697,26009009701,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009009701.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009009701_binary.png,0.085,SEAVIEW_IDN_PHL,val
1698,26009009801,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009009801.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009009801_binary.png,0.07,SEAVIEW_IDN_PHL,val
1699,26009009901,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009009901.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009009901_binary.png,0.155,SEAVIEW_IDN_PHL,val
1700,26009010201,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009010201.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009010201_binary.png,0.126,SEAVIEW_IDN_PHL,val
1701,26009010301,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009010301.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009010301_binary.png,0.135,SEAVIEW_IDN_PHL,val
1702,26009010401,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009010401.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009010401_binary.png,0.03,SEAVIEW_IDN_PHL,val
1703,26009010701,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009010701.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009010701_binary.png,0.093,SEAVIEW_IDN_PHL,val
1704,26009010801,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009010801.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009010801_binary.png,0.147,SEAVIEW_IDN_PHL,val
1705,26009010901,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009010901.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009010901_binary.png,0.144,SEAVIEW_IDN_PHL,val
1706,26009011901,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009011901.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009011901_binary.png,0.052,SEAVIEW_IDN_PHL,val
1707,26009017101,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009017101.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009017101_binary.png,0.225,SEAVIEW_IDN_PHL,val
1708,26009024901,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009024901.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009024901_binary.png,0.336,SEAVIEW_IDN_PHL,val
1709,26009028601,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009028601.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009028601_binary.png,0.236,SEAVIEW_IDN_PHL,val
1710,26009039201,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009039201.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009039201_binary.png,0.448,SEAVIEW_IDN_PHL,val
1711,26009051501,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009051501.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009051501_binary.png,0.372,SEAVIEW_IDN_PHL,val
1712,26009055601,data\benthic_datasets\SEAVIEW_IDN_PHL\images\26009055601.jpg,data\benthic_datasets\SEAVIEW_IDN_PHL\masks_coral\26009055601_binary.png,0.266,SEAVIEW_IDN_PHL,val
